year,cntry_code,avg_temp_c
2007,EL,16.08325
2007,HU,11.707250000000002
2007,IE,10.842666666666666
2007,IT,14.073333333333332
2007,LV,7.278916666666667
2007,LT,7.853999999999999
2007,LU,10.761666666666665
2007,MT,19.749916666666667
2007,NL,11.388416666666666
2007,PL,9.418083333333334
2007,PT,15.241083333333334
2007,RO,10.868333333333334
2007,SK,9.478916666666667
2007,SI,11.462583333333335
2007,ES,14.241333333333332
2007,SE,4.080583333333333
2007,UK,9.797500000000001
2008,AT,7.801916666666667
2008,BE,10.504916666666665
2008,BG,11.98775
2008,HR,12.977083333333333
2008,CY,20.14475
2008,CZ,9.41475
2008,DK,-16.843333333333334
2008,EE,7.267833333333333
2008,FI,3.2009166666666666
2008,FR,13.5815
2008,DE,9.642166666666666
2008,EL,16.054916666666667
