year,country,geo,category_key,category_label,product,prod_code,price_eur_tonne
2002,Belgium,BE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,197.3
2002,Belgium,BE,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,1980.0
2002,Belgium,BE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,191.1
2002,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Green beans: all qualities - prices per 100 kg,04198100,1550.0
2002,Bulgaria,BG,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,02130000,220.7
2002,Bulgaria,BG,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,5985.4
2002,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,747.0999999999999
2002,Bulgaria,BG,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,140.8
2002,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,869.0
2002,Czechia,CZ,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,480.0
2002,Czechia,CZ,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,4105.8
2002,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,957.6999999999999
2002,Czechia,CZ,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,192.7
2002,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,1573.6000000000001
2002,Germany,DE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,223.2
2002,Germany,DE,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,2169.2
2002,Germany,DE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,123.10000000000001
